Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
449	2017	4	18	Emma Carmichael	Emma Carmichael	Darren Porter	6	30	11	30	Lakeside	NA	NA	NA	NA	NA	NA	NA	NA	6	28	12.3	12	59	2.6	19	0	11.8	NA	30	2.9	NA	NA	NA	NA	open	NA	NA	on arrival	open	NA	NA	on departure	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	1	2017	4	15	NA	NA	4	18	NA	NA	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
732	2017	4	19	Lita O'Halloran	"Emma Carmichael, Andrew Collins"	Darren Porter	9	19	18	20	Lakeside	41.3	9	-0.4	0	N	NA	11	NE	7	25	12.1	13	53	2.9	19	59	11.7	1	21	3.1	NA	Loon	NA	Mussels exposed on mud on Tim Hortons side of lake when gates were open	closed	9	19	on arrival	open	10	4	light did not turn on until 1039	closed	16	16	light turned off on time	closed	18	20	closed at end time	Eelpot	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	13	13	1	2017	4	18	NA	NA	4	19	10	9	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
740	2017	4	19	Lita O'Halloran	"Emma Carmichael, Andrew Collins"	Darren Porter	9	19	18	20	Lakeside	41.3	9	-0.4	0	N	NA	11	NE	7	25	12.1	13	53	2.9	19	59	11.7	1	21	3.1	NA	Loon	NA	Mussels exposed on mud on Tim Hortons side of lake when gates were open	closed	9	19	on arrival	open	10	4	light did not turn on until 1039	closed	16	16	light turned off on time	closed	18	20	closed at end time	Eelpot	NA	NA	1	NA	NA	24	20	NA	NA	NA	NA	16	16	2	2017	4	19	10	13	34	19	18	1	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
739	2017	4	19	Lita O'Halloran	"Emma Carmichael, Andrew Collins"	Darren Porter	9	19	18	20	Lakeside	41.3	9	-0.4	0	N	NA	11	NE	7	25	12.1	13	53	2.9	19	59	11.7	1	21	3.1	NA	Loon	NA	Mussels exposed on mud on Tim Hortons side of lake when gates were open	closed	9	19	on arrival	open	10	4	light did not turn on until 1039	closed	16	16	light turned off on time	closed	18	20	closed at end time	Eelpot	NA	NA	1	NA	NA	24	20	NA	NA	NA	NA	16	16	1	2017	4	19	10	16	4	19	13	34	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
902	2017	4	19	Lita O'Halloran	"Emma Carmichael, Andrew Collins"	Darren Porter	9	19	18	20	Lakeside	41.3	9	-0.4	0	N	NA	11	NE	7	25	12.1	13	53	2.9	19	59	11.7	1	21	3.1	NA	Loon	NA	Mussels exposed on mud on Tim Hortons side of lake when gates were open	closed	9	19	on arrival	open	10	4	light did not turn on until 1039	closed	16	16	light turned off on time	closed	18	20	closed at end time	Eelpot	NA	NA	1	NA	NA	58	20	NA	NA	NA	NA	49	49	1	2017	4	19	18	10	4	23	13	41	N	NA	NA	NA	NA	NA	NA	NA	NA	LEFT IN OVERNIGHT	NA
927	2017	4	23	Andrew Collins	Andrew Collins	Darren Porter	12	46	14	30	Lakeside	43.6	6	5.1	70	N	NA	10	NNW	11	13	13.2	17	44	1.8	23	39	13.6	5	17	2.2	NA	NA	NA	NA	closed	13	2	NA	open	14	15	indicated by alarm	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2017	4	19	18	10	4	23	13	41	Y	White Sucker	Catostomus commersonii	NA	16.2	17.1	NA	NA	1	NA	NA
928	2017	4	23	Andrew Collins	Andrew Collins	Darren Porter	12	46	14	30	Lakeside	43.6	6	5.1	70	N	NA	10	NNW	11	13	13.2	17	44	1.8	23	39	13.6	5	17	2.2	NA	NA	NA	NA	closed	13	2	NA	open	14	15	indicated by alarm	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2017	4	19	18	10	4	23	13	41	Y	American Eel	Anguilla rostrata	NA	NA	49	NA	NA	1	NA	NA
929	2017	4	23	Andrew Collins	Andrew Collins	Darren Porter	12	46	14	30	Lakeside	43.6	6	5.1	70	N	NA	10	NNW	11	13	13.2	17	44	1.8	23	39	13.6	5	17	2.2	NA	NA	NA	NA	closed	13	2	NA	open	14	15	indicated by alarm	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2017	4	19	18	10	4	23	13	41	Y	American Eel	Anguilla rostrata	NA	NA	36.1	NA	NA	1	NA	NA
4602	2017	4	27	Zhe Yang	NA	Darren Porter	14	0	16	30	Lakeside	54.6	5.5	19	50	N	NA	15	S	1	45	8.4	8	10	-3.4	14	15	8	20	30	-3.1	NA	NA	NA	NA	closed	14	0	closed on arrival	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	7	1	NA	2017	4	23	13	41	4	27	15	19	Y	American Eel	Anguilla rostrata	NA	NA	57.5	NA	NA	1	NA	NA
4071	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	36.5	NA	NA	1	NA	NA
4072	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	40.7	NA	NA	1	NA	NA
4073	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	46.8	NA	NA	1	NA	NA
4074	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	42	NA	NA	1	NA	NA
4075	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
4076	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	42.4	NA	NA	1	NA	NA
4077	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	57	NA	NA	1	NA	NA
4078	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	54.5	NA	NA	1	NA	NA
4079	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	56	NA	NA	1	NA	NA
4080	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	41.3	NA	NA	1	NA	NA
4081	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	55.6	NA	NA	1	NA	NA
4082	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	49.9	NA	NA	1	NA	NA
4083	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	61	NA	NA	1	NA	NA
4084	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	48.9	NA	NA	1	NA	NA
4085	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	37.6	NA	NA	1	NA	NA
4086	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	41	NA	NA	1	NA	NA
4087	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	51	NA	NA	1	NA	NA
4088	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	57.1	NA	NA	1	NA	NA
4089	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	39.1	NA	NA	1	NA	NA
4090	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	65.1	NA	NA	1	NA	NA
4091	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	57.1	NA	NA	1	NA	NA
4092	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	46	NA	NA	1	NA	NA
72	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	1.375	NA	NA	NA	smltstrt	20	409819	4982841	NA	NA	12	12	1	2017	4	12	9	35	4	12	9	51	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	3inchst	20	409816	4982855	NA	NA	13	13	1	2017	4	12	9	43	4	12	9	51	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	1.375	NA	NA	NA	31	20	409826	4982871	NA	NA	14	14	1	2017	4	12	10	21	4	12	10	55	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	31	20	409826	4982871	NA	NA	15	15	1	2017	4	12	10	21	4	12	10	55	Y	White Perch	Morone americana	NA	NA	23.7	NA	NA	1	NA	NA
4093	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	41.9	NA	NA	1	NA	NA
4094	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	61.1	NA	NA	1	NA	NA
4095	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	42.7	NA	NA	1	NA	NA
4096	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	42.1	NA	NA	1	NA	NA
4097	2017	5	1	Zhe Yang	NA	Darren Porter	5	15	13	15	Lakeside	51.5	NA	5	75	N	NA	15	SE	5	15	7.9	11	40	-2.1	17	55	7.5	NA	NA	NA	NA	Eagles and cormorants present	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	1	Y	Gaspereau	NA	20	NA	NA	NA	NA	4	1	NA	2017	4	27	15	19	5	1	7	40	Y	American Eel	Anguilla rostrata	NA	NA	44.5	NA	NA	1	NA	NA
81	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	1.375	NA	NA	NA	31	20	409826	4982871	NA	NA	19	19	1	2017	4	12	11	0	4	12	11	35	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	31	20	409826	4982871	NA	NA	20	20	1	2017	4	12	11	0	4	12	11	35	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	1.375	NA	NA	NA	31	20	409826	4982871	NA	NA	21	21	1	2017	4	12	11	35	4	12	12	32	Y	White Sucker	Catostomus commersonii	NA	19.8	21	NA	NA	1	NA	NA
84	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	31	20	409826	4982871	NA	NA	22	22	1	2017	4	12	11	35	4	12	12	32	Y	White Sucker	Catostomus commersonii	NA	30	32	NA	NA	1	NA	NA
85	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	31	20	409826	4982871	NA	NA	22	22	1	2017	4	12	11	35	4	12	12	32	Y	White Sucker	Catostomus commersonii	NA	31	NA	NA	NA	1	NA	NA
86	2017	4	12	Lita O'Halloran	Lita O'Halloran	Darren Porter	8	20	14	0	Lakeside	44.5	NA	7.7	7	N	NA	12	NE	2	8	14	8	43	0.9	14	30	13.8	21	2	1.1	Pussywillows and crocus in bloom	"black-backed gull, black-capped chickadees, eagles"	NA	"larvae of caddisflies, dragonflies, stoneflies, and amphipods caught in eelpot below bridge"	open	8	20	NA	closed	11	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	31	20	409826	4982871	NA	NA	22	22	1	2017	4	12	11	35	4	12	12	32	Y	White Sucker	Catostomus commersonii	NA	30	32	NA	NA	1	NA	NA
